scenario_id_fr,text,group
4_103_4,renew her membership,1
4_104_4,Play elsewhere,0
4_1_5,Try and get someone else's phone.,3
4_2_5,pretend she is still a member,5
4_3_5,Ask the gym staff to let her friend know,13
4_4_5,Ask the Gym to call her friend,13
4_5_5,Ask the person at the desk to let her in just this once,7
4_6_5,Borrow someones phone,3
4_7_5,"Liz can ask the front desk if she can play, and explain her situation",7
4_8_5,Quickly renew her membership,1
4_9_5,Try to sneak in and play without a membership,5
4_10_5,Simply wait for her friend to arrive.,6
4_11_5,Ask the desk for a free entry,7
4_12_5,she try to intimate her friend,5
4_13_5,Stand outside until her friend gets there and see if she will front her the oney for a new membership.,6
4_14_5,go and play racquetball anyway even though the membership is expired,5
4_15_5,borrow a passerby's phone to call her friend.,3
4_16_5,Renew your membership,1
4_17_5,ask to see a manager and renew her membership,1
4_18_5,Liz can wait out front for her friend and they can go do something else.,6
4_19_5,Leave a note for her friend.,10
4_20_5,say that there must have been a mistake and trick her way inside,5
4_21_5,she could renew her membership,1
4_22_5,ask a stranger to borrow their phone,3
4_23_5,Go back to get her phone and call her friend late.,12
4_24_5,call on a land line ,2
4_25_5,Suggest they do something else,10
4_26_5,ask to go in temporarily,7
4_27_5,ask the gym to still let her in,7
4_28_5,Go back to the office to get her phone,12
4_29_5,leave,4
4_30_5,sneak into the gym,5
4_31_5,Ditch her friend,4
4_32_5,go back to get phone,12
4_33_5,Ask her friend to get a membership. ,1
4_34_5,Ask the person behind the desk to summon her friend.,13
4_35_5,Try to get in despite her expired membership,5
4_36_5,Go in without paying,5
4_37_5,Go home ditch her friend. Then ghost her.,14
4_38_5,Forget the gym and grab a bite to eat instead.,16
4_39_5,Steal a bicycle.,0
4_40_5,ask friend for money,0
4_41_5,get her phone,12
4_42_5,get someone else to play with her friend,0
4_43_5,Leave the gym and hope her friend doesn't show.,4
4_44_5,Renew her membership there,1
4_45_5,Go get some ice cream.,16
4_46_5,Liz could ask her friend if they could spend time on something else.,13
4_47_5,Call her friend later,11
4_48_5,not going to the gym and just going home,14
4_49_5,Ask the gym if they have any free guest passes available,7
4_50_5,She could tell the gym staff to tell her friend what happened and leave a message for her,10
4_51_5,Leave a note on her friends car explaining the situation.,10
4_52_5,go home,14
4_53_5,Sneak into the gym to play racquetball.,5
4_54_5,Go ahead and pay to renew the membership so she can play. ,1
4_55_5,She could go back and get her phone,12
4_56_5,Wait for her friend and watch her friend who has a membership whack the ball against the wall.,6
4_57_5,lunch break,16
4_58_5,not say anything,4
4_59_5,Go home.,14
4_60_5,let her know by other means. ,13
4_61_5,Play with playground,0
4_62_5,Grab lunch instead,16
4_63_5,borrow the gym's phone to call her friend,2
4_64_5,leave a mesage with the ffront desk,10
4_65_5,Just say she forgot,11
4_66_5,Sneak in anyway,5
4_67_5,ask the gym to let her in to find her friend,13
4_68_5,Find a payphone,15
4_69_5,build a racquetball court in the parking lot of the gym and play with her friend out there.,0
4_70_5,ditch her friend and go back to work,9
4_71_5,Sneak into the gym,5
4_72_5,"Head to a store, use the phone to call her friend and let her know the situation",3
4_73_5,Leave a note for her friend.,10
4_74_5,See if she can talk to her friend while she's at the gym.,13
4_75_5,Lie that the gym messed up her membership expiration date and that she is still current,7
4_76_5,Leave and get her phone to contact her friend,10
4_77_5,do nothing and just ditch her friend,4
4_78_5,don't go to the gym,4
4_79_5,Leave without telling her friend,4
4_80_5,Call her friend from a phone at the gym front desk.,3
4_81_5,Leave a note for her friend and then go back to the office.,10
4_82_5,Return to work and text friend when she gets back,12
4_83_5,"Wait outside for friend, then go back to work.",6
4_84_5,leave a note for friend at gym explaining the issue,10
4_85_5,cry.,0
4_86_5,She can wait for her friend at the gym anyways.,6
4_87_5,She will wait until her friend finishes and look for her.,6
4_88_5,Advanced,0
4_89_5,wait at gym for friend,6
4_90_5,wait for her friend and tell her that she was called back to work,6
4_91_5,Stretch: Do a variety of stretches to open up the spine and,0
4_92_5,harass the employee at the gym,0
4_93_5,Ask to borrow a phone at the gym,3
4_94_5,try to seduce or manipulate the person checking membership ids into letting her in just this one time,7
4_95_5,wait until her friend leaves and explain what happened,6
4_96_5,force her way in,5
4_97_5,ask another patron to let her in with their membership card,7
4_98_5,Liz could buy another phone,0
4_99_5,Use a phone at another nearby business,3
4_100_5,Wait for her friend and take them for a walk in the park.,6
4_101_5,ask to be let in for free,7
4_102_5,Ask someone else nearby to use their phone.,3
4_103_5,go eat lunch insead,16
4_104_5,go tell her friend in person,13
5_1_1,Do nothing and take the punishment.,1
5_2_1,explain the situation to the teacher,1
5_3_1,Tell the teacher the truth and ask for a delay,1
5_4_1,Explain the situation to the teacher,1
5_5_1,Skip class,6
5_6_1,Buy soeone elses and write her name on it.,12
5_7_1,Mary could explain the situation to her teacher,1
5_8_1,Explain to the teacher exactly what happened,1
5_9_1,Explain the situation to her teacher,1
5_10_1,Call her mother and have her bring it to school,2
5_11_1,Call her mom and ask to bring it to school,2
5_12_1,she should find help,0
5_13_1,Call her mom to see if there is some way she can get it.,2
5_14_1,tell the teacher what happened,1
5_15_1,explain the situation to her teacher,1
5_16_1,Call home and ask if mom can bring homework to school,2
5_17_1,call her mother to bring the paper to school,2
5_18_1,Mary can explain what happened to her teacher.,1
5_19_1,Explain what happened to the instructor.,1
5_20_1,explain what happened to the teacher,1
5_21_1,tell the teacher what happened,1
5_22_1,explain to the teacher just what happened,1
5_23_1,Explain to her teacher.,1
5_24_1,do it again before class,3
5_25_1,Explain the situation to the teacher,1
5_26_1,call her mom,2
5_27_1,tell the teacher the truth,1
5_28_1,Call her mom,2
5_29_1,copy someone's homework,4
5_30_1,call her mom to bring the homework,2
5_31_1,Tell the teacher,1
5_32_1,don't worry about it,5
5_33_1,Call her mom and ask her to bring the homework. ,2
5_34_1,Ask for an extention.,9
5_35_1,Explain the situation,1
5_36_1,Call her mom to bring the homework to her.,2
5_37_1,Call mother to bring it,2
5_38_1,Tell the teacher what happened,1
5_39_1,Tell the teacher that her dog ate her homework.,7
5_40_1,call her mom,2
5_41_1,call her mom,2
5_42_1,call mom to bring work to her,2
5_43_1,Call her mom to bring it to school.,2
5_44_1,Explain the situation to her teacher,1
5_45_1,go get it,8
5_46_1,Mary could lie to her teacher that she was sick last night.,7
5_47_1,"Go back home, get assignment",8
5_48_1,tell the truth,1
5_49_1,Don't turn any homework in,5
5_50_1,Tell the teacher and explain what happened tell her to call the mom.,2
5_51_1,Call her mom to bring the assignment to school.,2
5_52_1,go to class and explain to the teacher what happened,1
5_53_1,Talk to the professor about turning in the work tomorrow.,9
5_54_1,Go to the office and call her Mom asking if she can bring her homework to school for her. ,2
5_55_1,Mary could tell the teacher what happened,1
5_56_1,Call Mom and tell her to bring it.,2
5_57_1,Homework remember,0
5_58_1,ask her mother to bring it to her,2
5_59_1,Call mom to bring assignment.,2
5_60_1,pretend she is sick,11
5_61_1,Ask for more time,9
5_62_1,Tell the teacher what happened,1
5_63_1,speak to the teacher and explain what happened. ask if she could turn it in the next day or the end of the day.,9
5_64_1,tell the teacher what happened,1
5_65_1,Tell a lie about why it's missing,7
5_66_1,Apologize and bring it tomorrow,14
5_67_1,call mom to bring it to school,2
5_68_1,Tell teacher the truth,1
5_69_1,Tell the teacher the situation,1
5_70_1,tell her teacher the truth,1
5_71_1,Tell the teacher the truth,1
5_72_1,Accept that the assignment will have to be late and get a worse grade,14
5_73_1,Call her mom to bring it to school,2
5_74_1,Do nothing.,5
5_75_1,Ask for an extension,9
5_76_1,Call her mom to bring the homework,2
5_77_1,take someone elses story,12
5_78_1,skip class,6
5_79_1,Tell the teacher what happened,11
5_80_1,Tell the teacher what happened.,11
5_81_1,Turn in her assignment late.,14
5_82_1,call her mom ,2
5_83_1,"Go to class, explain situation to teacher",1
5_84_1,explain the issue to the teacher,1
5_85_1,explain the situation to her teacher.,1
5_86_1,She can explain the situation to her teacher.,1
5_87_1,She will copy someone's assignment.,4
5_88_1,Re write,3
5_89_1,Contact her mother by the fastest means,2
5_90_1,call mom to bring homework,2
5_91_1,Stolen Backpack. It is possible that your backpack can be stolen on the day the assignment is due. ...,7
5_92_1,Tell the teacher what happened,1
5_93_1,Tell her teacher what happened,1
5_94_1,explain what happened to the teacher,1
5_95_1,explain why she has nothing to turn in,1
5_96_1,Call her Mom and ask her to bring the paper,2
5_97_1,quickly the to do the homework and remember the solutions,3
5_98_1,Mary could ask the teacher for some more time to submit the asssignment,9
5_99_1,call her mom to bring the homework,2
5_100_1,Call her mom to bring it own.,2
5_101_1,ask mom to bring it to her.,2
5_102_1,Mary could skip the class.,6
5_103_1,explain the situation,1
5_104_1,Tell the truth,1
5_1_2,Tell the teacher the mistake.,1
5_2_2,ask her mom to bring the assignment to school,2
5_3_2,Copy someone else's homework,4
5_4_2,Call her mom and have her bring the homework,2
5_5_2,Quickly redo the homework,3
5_6_2,Plagerize from the internet.,4
5_7_2,Mary could call her mom and ask to bring the assignment,2
5_8_2,Steal somebody else's homework assignment and turn it in as her own,12
5_9_2,Call her mom and ask her to bring the assignment,2
5_10_2,Tell the teacher the dog ate her homework,7
5_11_2,Call home and see if anybody is at home who could bring it,2
5_12_2,she should find help from others,4
5_13_2,Ask the teacher for an extension given the circumstance.,9
5_14_2,call her mom to bring her the assignment,2
5_15_2,try to call her mom to have her bring the homework to her at school,2
5_16_2,Tell teacher that you can hand it in later that day,14
5_17_2,tell her teacher the truth and ask for a 1-day extension,9
5_18_2,Mary can call her mom to have her bring the assignment.,2
5_19_2,Call her Mom to bring it.,2
5_20_2,go home and get the assignment,8
5_21_2,call her mom to bring the homework,2
5_22_2,call her mom to bring the assignment to school,2
5_23_2,Call her mom.,2
5_24_2,skip class,6
5_25_2,have her mom bring it to her,2
5_26_2,explain,1
5_27_2,make up an excuse,7
5_28_2,Tell the teacher she did not bring it,1
5_29_2,ask for an extension,9
5_30_2,tell the teacher the truth,1
5_31_2,Call her mom,2
5_32_2,call mom to bring it,2
5_33_2,Cheat off of a friend's homework and redo it. ,4
5_34_2,Try to call or text her mom for help.,2
5_35_2,Take another person's assignment as her own,12
5_36_2,Go get her homework and be late for the class,8
5_37_2,Tell teacher an give it tomorrow ,14
5_38_2,Steal someone elses homework,12
5_39_2,Mention to the teacher that her mom took it by mistake.,1
5_40_2,ask for another day,9
5_41_2,tell the teacher,1
5_42_2,be honest and tell teacher the issue,1
5_43_2,Copy from a friend's assignment.,4
5_44_2,Cry ,10
5_45_2,redo it,3
5_46_2,Mary could tell her teacher the truth.,1
5_47_2,"Call mom, make her bring it",2
5_48_2,call her mom at school and have her talk to the teacher,13
